,StoryIndex,Story,Target,InformativenessScore,AllTargets,Guess1,Guess2,Guess3
163,36,"Once upon a time there was a turquoise-colored forest full of bushy trees and soft, green moss. It was a magical place, and the sun shone down from the clear blue sky, streaming through the skylight in the forest's canopy.

One day, a little girl named Sally stumbled upon this special place. She marveled at the beauty of the turquoise trees and the soft moss below her feet. She delighted in the way the sun shone through the skylight, and she decided to take a break and recline in the moss.

As she reclined, she felt the moss wrapping her up in comfort and warmth. She closed her eyes and imagined she was dancing with fairies in the turquoise forest. She stayed in this magical place until the sun began to set.

When Sally returned home, she took a piece of the forest with her. She gathered some of the soft moss and stored it in a special place, so she'd always remember the turquoise forest and the skylight that shone down on her.",skylight,0.07497839,"skylight, moss, turquoise, bushy, reclining",gap,vines,leaf
164,36,"Once upon a time there was a turquoise-colored forest full of bushy trees and soft, green moss. It was a magical place, and the sun shone down from the clear blue sky, streaming through the skylight in the forest's canopy.

One day, a little girl named Sally stumbled upon this special place. She marveled at the beauty of the turquoise trees and the soft moss below her feet. She delighted in the way the sun shone through the skylight, and she decided to take a break and recline in the moss.

As she reclined, she felt the moss wrapping her up in comfort and warmth. She closed her eyes and imagined she was dancing with fairies in the turquoise forest. She stayed in this magical place until the sun began to set.

When Sally returned home, she took a piece of the forest with her. She gathered some of the soft moss and stored it in a special place, so she'd always remember the turquoise forest and the skylight that shone down on her.",turquoise,0.297986889,"skylight, moss, turquoise, bushy, reclining",greenish,autum,green
165,38,"Once upon a time, there was a magical garden. In the center of the garden, there was a huge tree with a skylight in its branches. Through the skylight, the sun shone down, illuminating the garden below. 

The garden was full of lush, vibrant plants and flowers. Soft, bushy moss covered the ground, and the walls were painted a bright turquoise. All around, the plants and flowers were blooming, and gentle butterflies flew from one flower to the next.

At the edge of the garden, there was a comfortable reclining chair. It was the perfect spot to relax and take in the beauty of the garden. Every day, the little boy in the story would sit in the reclining chair, and let the warmth of the sun embrace him. 

He'd stay there for hours, watching the butterflies and gazing at the vibrant colors that filled the garden. He'd watch as the sun slowly disappeared behind the horizon, and the stars sparkled in the sky above. 

The magical garden was a peaceful, calming place, and the little boy loved it more than anything else in the world.",bushy,0.193679402,"skylight, moss, turquoise, bushy, reclining",green,green,long
166,38,"Once upon a time, there was a magical garden. In the center of the garden, there was a huge tree with a skylight in its branches. Through the skylight, the sun shone down, illuminating the garden below. 

The garden was full of lush, vibrant plants and flowers. Soft, bushy moss covered the ground, and the walls were painted a bright turquoise. All around, the plants and flowers were blooming, and gentle butterflies flew from one flower to the next.

At the edge of the garden, there was a comfortable reclining chair. It was the perfect spot to relax and take in the beauty of the garden. Every day, the little boy in the story would sit in the reclining chair, and let the warmth of the sun embrace him. 

He'd stay there for hours, watching the butterflies and gazing at the vibrant colors that filled the garden. He'd watch as the sun slowly disappeared behind the horizon, and the stars sparkled in the sky above. 

The magical garden was a peaceful, calming place, and the little boy loved it more than anything else in the world.",moss,0.275385847,"skylight, moss, turquoise, bushy, reclining",leaf,leaves,grass
167,38,"Once upon a time, there was a magical garden. In the center of the garden, there was a huge tree with a skylight in its branches. Through the skylight, the sun shone down, illuminating the garden below. 

The garden was full of lush, vibrant plants and flowers. Soft, bushy moss covered the ground, and the walls were painted a bright turquoise. All around, the plants and flowers were blooming, and gentle butterflies flew from one flower to the next.

At the edge of the garden, there was a comfortable reclining chair. It was the perfect spot to relax and take in the beauty of the garden. Every day, the little boy in the story would sit in the reclining chair, and let the warmth of the sun embrace him. 

He'd stay there for hours, watching the butterflies and gazing at the vibrant colors that filled the garden. He'd watch as the sun slowly disappeared behind the horizon, and the stars sparkled in the sky above. 

The magical garden was a peaceful, calming place, and the little boy loved it more than anything else in the world.",reclining,0.155308515,"skylight, moss, turquoise, bushy, reclining",rocking,rocking,cozy
168,38,"Once upon a time, there was a magical garden. In the center of the garden, there was a huge tree with a skylight in its branches. Through the skylight, the sun shone down, illuminating the garden below. 

The garden was full of lush, vibrant plants and flowers. Soft, bushy moss covered the ground, and the walls were painted a bright turquoise. All around, the plants and flowers were blooming, and gentle butterflies flew from one flower to the next.

At the edge of the garden, there was a comfortable reclining chair. It was the perfect spot to relax and take in the beauty of the garden. Every day, the little boy in the story would sit in the reclining chair, and let the warmth of the sun embrace him. 

He'd stay there for hours, watching the butterflies and gazing at the vibrant colors that filled the garden. He'd watch as the sun slowly disappeared behind the horizon, and the stars sparkled in the sky above. 

The magical garden was a peaceful, calming place, and the little boy loved it more than anything else in the world.",skylight,0.178339481,"skylight, moss, turquoise, bushy, reclining",beehive,gap,treehouse
169,38,"Once upon a time, there was a magical garden. In the center of the garden, there was a huge tree with a skylight in its branches. Through the skylight, the sun shone down, illuminating the garden below. 

The garden was full of lush, vibrant plants and flowers. Soft, bushy moss covered the ground, and the walls were painted a bright turquoise. All around, the plants and flowers were blooming, and gentle butterflies flew from one flower to the next.

At the edge of the garden, there was a comfortable reclining chair. It was the perfect spot to relax and take in the beauty of the garden. Every day, the little boy in the story would sit in the reclining chair, and let the warmth of the sun embrace him. 

He'd stay there for hours, watching the butterflies and gazing at the vibrant colors that filled the garden. He'd watch as the sun slowly disappeared behind the horizon, and the stars sparkled in the sky above. 

The magical garden was a peaceful, calming place, and the little boy loved it more than anything else in the world.",turquoise,0.524692307,"skylight, moss, turquoise, bushy, reclining",blue,yellow,green
170,39,"Once upon a time there was a girl named Mandy. She loved winter and all the fun things that came with it. One wintry day, Mandy decided to go out and explore. She put on her snowshoes and trudged through the snow.

As she walked, Mandy noticed something shiny in the snow. She bent down and picked it up, and it was a tiny thimble! She thought it was so cool and put it in her pocket.

Mandy kept walking and soon stumbled upon a prickly bush. She saw something inside the bush and pulled it out with her hand. It was a magnifying glass! She looked through it and saw all the tiny snowflakes around her.

Mandy put the magnifying glass in her pocket with the thimble and continued her journey. She had so much fun exploring the wintry forest and was so glad she brought her snowshoes!

The End",magnifying,1,"snowshoe, thimble, prickly, wintry, magnifying",magnifying,magnifying,magnifying
171,39,"Once upon a time there was a girl named Mandy. She loved winter and all the fun things that came with it. One wintry day, Mandy decided to go out and explore. She put on her snowshoes and trudged through the snow.

As she walked, Mandy noticed something shiny in the snow. She bent down and picked it up, and it was a tiny thimble! She thought it was so cool and put it in her pocket.

Mandy kept walking and soon stumbled upon a prickly bush. She saw something inside the bush and pulled it out with her hand. It was a magnifying glass! She looked through it and saw all the tiny snowflakes around her.

Mandy put the magnifying glass in her pocket with the thimble and continued her journey. She had so much fun exploring the wintry forest and was so glad she brought her snowshoes!

The End",prickly,0.089692877,"snowshoe, thimble, prickly, wintry, magnifying",giant,rose,green
172,39,"Once upon a time there was a girl named Mandy. She loved winter and all the fun things that came with it. One wintry day, Mandy decided to go out and explore. She put on her snowshoes and trudged through the snow.

As she walked, Mandy noticed something shiny in the snow. She bent down and picked it up, and it was a tiny thimble! She thought it was so cool and put it in her pocket.

Mandy kept walking and soon stumbled upon a prickly bush. She saw something inside the bush and pulled it out with her hand. It was a magnifying glass! She looked through it and saw all the tiny snowflakes around her.

Mandy put the magnifying glass in her pocket with the thimble and continued her journey. She had so much fun exploring the wintry forest and was so glad she brought her snowshoes!

The End",snowshoe,0.526472131,"snowshoe, thimble, prickly, wintry, magnifying",snowshoe,boots,boot
173,39,"Once upon a time there was a girl named Mandy. She loved winter and all the fun things that came with it. One wintry day, Mandy decided to go out and explore. She put on her snowshoes and trudged through the snow.

As she walked, Mandy noticed something shiny in the snow. She bent down and picked it up, and it was a tiny thimble! She thought it was so cool and put it in her pocket.

Mandy kept walking and soon stumbled upon a prickly bush. She saw something inside the bush and pulled it out with her hand. It was a magnifying glass! She looked through it and saw all the tiny snowflakes around her.

Mandy put the magnifying glass in her pocket with the thimble and continued her journey. She had so much fun exploring the wintry forest and was so glad she brought her snowshoes!

The End",thimble,0.140613047,"snowshoe, thimble, prickly, wintry, magnifying",spoon,coin,rock
174,39,"Once upon a time there was a girl named Mandy. She loved winter and all the fun things that came with it. One wintry day, Mandy decided to go out and explore. She put on her snowshoes and trudged through the snow.

As she walked, Mandy noticed something shiny in the snow. She bent down and picked it up, and it was a tiny thimble! She thought it was so cool and put it in her pocket.

Mandy kept walking and soon stumbled upon a prickly bush. She saw something inside the bush and pulled it out with her hand. It was a magnifying glass! She looked through it and saw all the tiny snowflakes around her.

Mandy put the magnifying glass in her pocket with the thimble and continued her journey. She had so much fun exploring the wintry forest and was so glad she brought her snowshoes!

The End",wintry,0.736102343,"snowshoe, thimble, prickly, wintry, magnifying",snowy,snowy,snowy
175,40,"Once upon a time, there was a little girl named Mia. She was always curious and loved exploring the outdoors.

One wintry day, Mia put on her snowshoes and ventured out into the cold. She trudged through the white snow, looking for something new and exciting.

Suddenly, she spotted something small and shiny tucked beneath a prickly bush. Mia carefully reached in and pulled out a bright silver thimble. She held it up to her eye and peered through the magnifying glass to get a better look.

Mia smiled as she realized that this was the perfect addition to her collection of treasures. She tucked the thimble safely into her pocket and continued her journey.

Mia made her way home with her new discovery and smiled as she imagined all the wonderful things she could do with her thimble. She knew that no matter how wintry the day, she would always have her thimble to keep her warm and cozy.",magnifying,0.727778301,"snowshoe, thimble, prickly, wintry, magnifying",magnifying,looking,magnifying
176,40,"Once upon a time, there was a little girl named Mia. She was always curious and loved exploring the outdoors.

One wintry day, Mia put on her snowshoes and ventured out into the cold. She trudged through the white snow, looking for something new and exciting.

Suddenly, she spotted something small and shiny tucked beneath a prickly bush. Mia carefully reached in and pulled out a bright silver thimble. She held it up to her eye and peered through the magnifying glass to get a better look.

Mia smiled as she realized that this was the perfect addition to her collection of treasures. She tucked the thimble safely into her pocket and continued her journey.

Mia made her way home with her new discovery and smiled as she imagined all the wonderful things she could do with her thimble. She knew that no matter how wintry the day, she would always have her thimble to keep her warm and cozy.",prickly,0.407718639,"snowshoe, thimble, prickly, wintry, magnifying",prickly,big,big
177,40,"Once upon a time, there was a little girl named Mia. She was always curious and loved exploring the outdoors.

One wintry day, Mia put on her snowshoes and ventured out into the cold. She trudged through the white snow, looking for something new and exciting.

Suddenly, she spotted something small and shiny tucked beneath a prickly bush. Mia carefully reached in and pulled out a bright silver thimble. She held it up to her eye and peered through the magnifying glass to get a better look.

Mia smiled as she realized that this was the perfect addition to her collection of treasures. She tucked the thimble safely into her pocket and continued her journey.

Mia made her way home with her new discovery and smiled as she imagined all the wonderful things she could do with her thimble. She knew that no matter how wintry the day, she would always have her thimble to keep her warm and cozy.",snowshoe,0.436542747,"snowshoe, thimble, prickly, wintry, magnifying",snowshoe,coat,hat
178,40,"Once upon a time, there was a little girl named Mia. She was always curious and loved exploring the outdoors.

One wintry day, Mia put on her snowshoes and ventured out into the cold. She trudged through the white snow, looking for something new and exciting.

Suddenly, she spotted something small and shiny tucked beneath a prickly bush. Mia carefully reached in and pulled out a bright silver thimble. She held it up to her eye and peered through the magnifying glass to get a better look.

Mia smiled as she realized that this was the perfect addition to her collection of treasures. She tucked the thimble safely into her pocket and continued her journey.

Mia made her way home with her new discovery and smiled as she imagined all the wonderful things she could do with her thimble. She knew that no matter how wintry the day, she would always have her thimble to keep her warm and cozy.",thimble,0.235854194,"snowshoe, thimble, prickly, wintry, magnifying",spoon,necklace,glove
179,40,"Once upon a time, there was a little girl named Mia. She was always curious and loved exploring the outdoors.

One wintry day, Mia put on her snowshoes and ventured out into the cold. She trudged through the white snow, looking for something new and exciting.

Suddenly, she spotted something small and shiny tucked beneath a prickly bush. Mia carefully reached in and pulled out a bright silver thimble. She held it up to her eye and peered through the magnifying glass to get a better look.

Mia smiled as she realized that this was the perfect addition to her collection of treasures. She tucked the thimble safely into her pocket and continued her journey.

Mia made her way home with her new discovery and smiled as she imagined all the wonderful things she could do with her thimble. She knew that no matter how wintry the day, she would always have her thimble to keep her warm and cozy.",wintry,0.711327751,"snowshoe, thimble, prickly, wintry, magnifying",snowy, chilly,snowy
180,41,"Once upon a time, there was a little girl named Emma who loved the wintry weather. Every day, she would bundle up in her warmest clothes and go out into the snow. She had a favorite snowshoe that she wore every time she went outside. One day, Emma was excited to find a thimble in the snow. She picked it up, and as it glinted in the sun, she realized it was special.

Using her magnifying glass, she noticed that the thimble had tiny prickly spikes all over it. She thought it was the most fascinating thing she had ever seen and brought it home with her.

Emma was determined to find out more about her special thimble, so she researched it online. She discovered that it was a rare and ancient artifact, and she was so excited that she had found it.

From then on, Emma was the happiest girl in the world. She wore her snowshoe and carried her thimble everywhere she went, and she was always excited about the wintry weather.",magnifying,1,"snowshoe, thimble, prickly, wintry, magnifying",magnifying,magnifying,magnifying
181,41,"Once upon a time, there was a little girl named Emma who loved the wintry weather. Every day, she would bundle up in her warmest clothes and go out into the snow. She had a favorite snowshoe that she wore every time she went outside. One day, Emma was excited to find a thimble in the snow. She picked it up, and as it glinted in the sun, she realized it was special.

Using her magnifying glass, she noticed that the thimble had tiny prickly spikes all over it. She thought it was the most fascinating thing she had ever seen and brought it home with her.

Emma was determined to find out more about her special thimble, so she researched it online. She discovered that it was a rare and ancient artifact, and she was so excited that she had found it.

From then on, Emma was the happiest girl in the world. She wore her snowshoe and carried her thimble everywhere she went, and she was always excited about the wintry weather.",prickly,0.337895313,"snowshoe, thimble, prickly, wintry, magnifying",prickly,crystal,metal
182,41,"Once upon a time, there was a little girl named Emma who loved the wintry weather. Every day, she would bundle up in her warmest clothes and go out into the snow. She had a favorite snowshoe that she wore every time she went outside. One day, Emma was excited to find a thimble in the snow. She picked it up, and as it glinted in the sun, she realized it was special.

Using her magnifying glass, she noticed that the thimble had tiny prickly spikes all over it. She thought it was the most fascinating thing she had ever seen and brought it home with her.

Emma was determined to find out more about her special thimble, so she researched it online. She discovered that it was a rare and ancient artifact, and she was so excited that she had found it.

From then on, Emma was the happiest girl in the world. She wore her snowshoe and carried her thimble everywhere she went, and she was always excited about the wintry weather.",snowshoe,0.204295948,"snowshoe, thimble, prickly, wintry, magnifying",jacket,jacket,jacket
183,41,"Once upon a time, there was a little girl named Emma who loved the wintry weather. Every day, she would bundle up in her warmest clothes and go out into the snow. She had a favorite snowshoe that she wore every time she went outside. One day, Emma was excited to find a thimble in the snow. She picked it up, and as it glinted in the sun, she realized it was special.

Using her magnifying glass, she noticed that the thimble had tiny prickly spikes all over it. She thought it was the most fascinating thing she had ever seen and brought it home with her.

Emma was determined to find out more about her special thimble, so she researched it online. She discovered that it was a rare and ancient artifact, and she was so excited that she had found it.

From then on, Emma was the happiest girl in the world. She wore her snowshoe and carried her thimble everywhere she went, and she was always excited about the wintry weather.",thimble,0.073983188,"snowshoe, thimble, prickly, wintry, magnifying",gemstone,jewel,mirror
184,41,"Once upon a time, there was a little girl named Emma who loved the wintry weather. Every day, she would bundle up in her warmest clothes and go out into the snow. She had a favorite snowshoe that she wore every time she went outside. One day, Emma was excited to find a thimble in the snow. She picked it up, and as it glinted in the sun, she realized it was special.

Using her magnifying glass, she noticed that the thimble had tiny prickly spikes all over it. She thought it was the most fascinating thing she had ever seen and brought it home with her.

Emma was determined to find out more about her special thimble, so she researched it online. She discovered that it was a rare and ancient artifact, and she was so excited that she had found it.

From then on, Emma was the happiest girl in the world. She wore her snowshoe and carried her thimble everywhere she went, and she was always excited about the wintry weather.",wintry,0.747919838,"snowshoe, thimble, prickly, wintry, magnifying",snowy,snowy,winter
185,42,"Once upon a time, there was a warthog who lived in a grassy meadow. It was a cloudless day, the sky a bright blue. The warthog was feeling very energetic, and decided to go and play a game of tennis.

He set up the net and grabbed his racket and balls. He served the first one and hit it over the net. But the ball didn't make it! The warthog was surprised, so he tried again, this time a bit harder.

And this time the ball went over the net! The warthog was so excited that he jumped around the court. He served and hit the ball over the net again and again. He was having so much fun, he didn't want the game to end.

But eventually, the warthog got tired and went back to the grassy meadow. He had a big smile on his face, because he had had such a great time playing tennis on the cloudless day.",cloudless,0.575551932,"tennis, warthog, cloudless, grassy, serving",cloudless,spring,sunny
186,42,"Once upon a time, there was a warthog who lived in a grassy meadow. It was a cloudless day, the sky a bright blue. The warthog was feeling very energetic, and decided to go and play a game of tennis.

He set up the net and grabbed his racket and balls. He served the first one and hit it over the net. But the ball didn't make it! The warthog was surprised, so he tried again, this time a bit harder.

And this time the ball went over the net! The warthog was so excited that he jumped around the court. He served and hit the ball over the net again and again. He was having so much fun, he didn't want the game to end.

But eventually, the warthog got tired and went back to the grassy meadow. He had a big smile on his face, because he had had such a great time playing tennis on the cloudless day.",grassy,0.832022727,"tennis, warthog, cloudless, grassy, serving",grassy,overgrown,grassy
187,42,"Once upon a time, there was a warthog who lived in a grassy meadow. It was a cloudless day, the sky a bright blue. The warthog was feeling very energetic, and decided to go and play a game of tennis.

He set up the net and grabbed his racket and balls. He served the first one and hit it over the net. But the ball didn't make it! The warthog was surprised, so he tried again, this time a bit harder.

And this time the ball went over the net! The warthog was so excited that he jumped around the court. He served and hit the ball over the net again and again. He was having so much fun, he didn't want the game to end.

But eventually, the warthog got tired and went back to the grassy meadow. He had a big smile on his face, because he had had such a great time playing tennis on the cloudless day.",serving,1,"tennis, warthog, cloudless, grassy, serving",serving,served,serving
188,42,"Once upon a time, there was a warthog who lived in a grassy meadow. It was a cloudless day, the sky a bright blue. The warthog was feeling very energetic, and decided to go and play a game of tennis.

He set up the net and grabbed his racket and balls. He served the first one and hit it over the net. But the ball didn't make it! The warthog was surprised, so he tried again, this time a bit harder.

And this time the ball went over the net! The warthog was so excited that he jumped around the court. He served and hit the ball over the net again and again. He was having so much fun, he didn't want the game to end.

But eventually, the warthog got tired and went back to the grassy meadow. He had a big smile on his face, because he had had such a great time playing tennis on the cloudless day.",tennis,1,"tennis, warthog, cloudless, grassy, serving",tennis,tennis,tennis
189,42,"Once upon a time, there was a warthog who lived in a grassy meadow. It was a cloudless day, the sky a bright blue. The warthog was feeling very energetic, and decided to go and play a game of tennis.

He set up the net and grabbed his racket and balls. He served the first one and hit it over the net. But the ball didn't make it! The warthog was surprised, so he tried again, this time a bit harder.

And this time the ball went over the net! The warthog was so excited that he jumped around the court. He served and hit the ball over the net again and again. He was having so much fun, he didn't want the game to end.

But eventually, the warthog got tired and went back to the grassy meadow. He had a big smile on his face, because he had had such a great time playing tennis on the cloudless day.",warthog,0.18669041,"tennis, warthog, cloudless, grassy, serving",rabbit,farmer,deer
190,43,"Once upon a time, there was a warthog who wanted to learn how to play tennis. He lived in a grassy meadow, surrounded by a cloudless sky. Every morning, he would practice his serves and backhand swings. He worked hard all day, and at the end of the day he would stop and take a break.

One evening, he was feeling especially proud of his hard work and decided to take a walk around the grassy meadow. As he walked, he noticed a group of animals playing a friendly game of tennis. He watched in awe as they served, volleyed, and laughed together.

He approached the group and asked if he could join. They welcomed him with open arms and let him play with them. He was so excited to finally be able to play the game he had been working so hard to learn.

The warthog served and volleyed with the others, and soon he was the star of the court. He was so proud of himself and so happy to be a part of the game.

From that day forward, the warthog never missed an opportunity to play tennis in the grassy meadow on a cloudless day.",cloudless,0.345248491,"tennis, warthog, cloudless, grassy, serving",beautiful,clear,blue
191,43,"Once upon a time, there was a warthog who wanted to learn how to play tennis. He lived in a grassy meadow, surrounded by a cloudless sky. Every morning, he would practice his serves and backhand swings. He worked hard all day, and at the end of the day he would stop and take a break.

One evening, he was feeling especially proud of his hard work and decided to take a walk around the grassy meadow. As he walked, he noticed a group of animals playing a friendly game of tennis. He watched in awe as they served, volleyed, and laughed together.

He approached the group and asked if he could join. They welcomed him with open arms and let him play with them. He was so excited to finally be able to play the game he had been working so hard to learn.

The warthog served and volleyed with the others, and soon he was the star of the court. He was so proud of himself and so happy to be a part of the game.

From that day forward, the warthog never missed an opportunity to play tennis in the grassy meadow on a cloudless day.",grassy,0.641934256,"tennis, warthog, cloudless, grassy, serving",grassy,enchanted,grassy
192,43,"Once upon a time, there was a warthog who wanted to learn how to play tennis. He lived in a grassy meadow, surrounded by a cloudless sky. Every morning, he would practice his serves and backhand swings. He worked hard all day, and at the end of the day he would stop and take a break.

One evening, he was feeling especially proud of his hard work and decided to take a walk around the grassy meadow. As he walked, he noticed a group of animals playing a friendly game of tennis. He watched in awe as they served, volleyed, and laughed together.

He approached the group and asked if he could join. They welcomed him with open arms and let him play with them. He was so excited to finally be able to play the game he had been working so hard to learn.

The warthog served and volleyed with the others, and soon he was the star of the court. He was so proud of himself and so happy to be a part of the game.

From that day forward, the warthog never missed an opportunity to play tennis in the grassy meadow on a cloudless day.",serving,0.409895066,"tennis, warthog, cloudless, grassy, serving",serving,played,plain
193,43,"Once upon a time, there was a warthog who wanted to learn how to play tennis. He lived in a grassy meadow, surrounded by a cloudless sky. Every morning, he would practice his serves and backhand swings. He worked hard all day, and at the end of the day he would stop and take a break.

One evening, he was feeling especially proud of his hard work and decided to take a walk around the grassy meadow. As he walked, he noticed a group of animals playing a friendly game of tennis. He watched in awe as they served, volleyed, and laughed together.

He approached the group and asked if he could join. They welcomed him with open arms and let him play with them. He was so excited to finally be able to play the game he had been working so hard to learn.

The warthog served and volleyed with the others, and soon he was the star of the court. He was so proud of himself and so happy to be a part of the game.

From that day forward, the warthog never missed an opportunity to play tennis in the grassy meadow on a cloudless day.",tennis,0.879638632,"tennis, warthog, cloudless, grassy, serving",tennis,tennis,golf
194,43,"Once upon a time, there was a warthog who wanted to learn how to play tennis. He lived in a grassy meadow, surrounded by a cloudless sky. Every morning, he would practice his serves and backhand swings. He worked hard all day, and at the end of the day he would stop and take a break.

One evening, he was feeling especially proud of his hard work and decided to take a walk around the grassy meadow. As he walked, he noticed a group of animals playing a friendly game of tennis. He watched in awe as they served, volleyed, and laughed together.

He approached the group and asked if he could join. They welcomed him with open arms and let him play with them. He was so excited to finally be able to play the game he had been working so hard to learn.

The warthog served and volleyed with the others, and soon he was the star of the court. He was so proud of himself and so happy to be a part of the game.

From that day forward, the warthog never missed an opportunity to play tennis in the grassy meadow on a cloudless day.",warthog,0.069375902,"tennis, warthog, cloudless, grassy, serving",chinchilla,bunny,boy
195,44,"Once upon a time, there was a warthog named Marshmallow who loved to play tennis. Every day, Marshmallow would practice his serves on a big, grassy meadow. The meadow was surrounded by tall trees and the sky was always cloudless, making it the perfect spot for tennis practice. 

Marshmallow loved the sound of the ball bouncing off his racket as he served it over the net. He often imagined what it would be like to play a real match with someone else. 

One day, on his way to practice, Marshmallow noticed something strange in the meadow. It was another warthog, but this one was wearing a tennis outfit! Marshmallow couldn't believe his eyes. 

The two warthogs quickly became friends and started playing a game of tennis. Marshmallow was surprised at how good his new friend was at the game. The two warthogs played all afternoon, enjoying the cloudless sky above them. 

Marshmallow's new friend eventually had to leave, but he promised to come back and play again soon. From that day on, Marshmallow never practiced alone. He always had a warthog friend to join him in a game of tennis on the grassy meadow.",cloudless,0.498221606,"tennis, warthog, cloudless, grassy, serving",cloudy,clear,blue
196,44,"Once upon a time, there was a warthog named Marshmallow who loved to play tennis. Every day, Marshmallow would practice his serves on a big, grassy meadow. The meadow was surrounded by tall trees and the sky was always cloudless, making it the perfect spot for tennis practice. 

Marshmallow loved the sound of the ball bouncing off his racket as he served it over the net. He often imagined what it would be like to play a real match with someone else. 

One day, on his way to practice, Marshmallow noticed something strange in the meadow. It was another warthog, but this one was wearing a tennis outfit! Marshmallow couldn't believe his eyes. 

The two warthogs quickly became friends and started playing a game of tennis. Marshmallow was surprised at how good his new friend was at the game. The two warthogs played all afternoon, enjoying the cloudless sky above them. 

Marshmallow's new friend eventually had to leave, but he promised to come back and play again soon. From that day on, Marshmallow never practiced alone. He always had a warthog friend to join him in a game of tennis on the grassy meadow.",grassy,0.437769192,"tennis, warthog, cloudless, grassy, serving",grassy,green,opening
197,44,"Once upon a time, there was a warthog named Marshmallow who loved to play tennis. Every day, Marshmallow would practice his serves on a big, grassy meadow. The meadow was surrounded by tall trees and the sky was always cloudless, making it the perfect spot for tennis practice. 

Marshmallow loved the sound of the ball bouncing off his racket as he served it over the net. He often imagined what it would be like to play a real match with someone else. 

One day, on his way to practice, Marshmallow noticed something strange in the meadow. It was another warthog, but this one was wearing a tennis outfit! Marshmallow couldn't believe his eyes. 

The two warthogs quickly became friends and started playing a game of tennis. Marshmallow was surprised at how good his new friend was at the game. The two warthogs played all afternoon, enjoying the cloudless sky above them. 

Marshmallow's new friend eventually had to leave, but he promised to come back and play again soon. From that day on, Marshmallow never practiced alone. He always had a warthog friend to join him in a game of tennis on the grassy meadow.",serving,0.684863043,"tennis, warthog, cloudless, grassy, serving",serving,hit,serving
198,44,"Once upon a time, there was a warthog named Marshmallow who loved to play tennis. Every day, Marshmallow would practice his serves on a big, grassy meadow. The meadow was surrounded by tall trees and the sky was always cloudless, making it the perfect spot for tennis practice. 

Marshmallow loved the sound of the ball bouncing off his racket as he served it over the net. He often imagined what it would be like to play a real match with someone else. 

One day, on his way to practice, Marshmallow noticed something strange in the meadow. It was another warthog, but this one was wearing a tennis outfit! Marshmallow couldn't believe his eyes. 

The two warthogs quickly became friends and started playing a game of tennis. Marshmallow was surprised at how good his new friend was at the game. The two warthogs played all afternoon, enjoying the cloudless sky above them. 

Marshmallow's new friend eventually had to leave, but he promised to come back and play again soon. From that day on, Marshmallow never practiced alone. He always had a warthog friend to join him in a game of tennis on the grassy meadow.",tennis,1,"tennis, warthog, cloudless, grassy, serving",tennis,tennis,tennis
199,44,"Once upon a time, there was a warthog named Marshmallow who loved to play tennis. Every day, Marshmallow would practice his serves on a big, grassy meadow. The meadow was surrounded by tall trees and the sky was always cloudless, making it the perfect spot for tennis practice. 

Marshmallow loved the sound of the ball bouncing off his racket as he served it over the net. He often imagined what it would be like to play a real match with someone else. 

One day, on his way to practice, Marshmallow noticed something strange in the meadow. It was another warthog, but this one was wearing a tennis outfit! Marshmallow couldn't believe his eyes. 

The two warthogs quickly became friends and started playing a game of tennis. Marshmallow was surprised at how good his new friend was at the game. The two warthogs played all afternoon, enjoying the cloudless sky above them. 

Marshmallow's new friend eventually had to leave, but he promised to come back and play again soon. From that day on, Marshmallow never practiced alone. He always had a warthog friend to join him in a game of tennis on the grassy meadow.",warthog,0.188530033,"tennis, warthog, cloudless, grassy, serving",squirrel,raccoon,bunny
200,45,"Once upon a time, there was an anteater with a big dream. He wanted to be a star! He practiced day and night, playing his tuba under the bright moonlit sky.

One day, he got his big chance. He was asked to perform at the biggest stage in town. He was so excited that he left his house hatless.

The anteater was a hit! Everyone cheered and clapped as he played his tuba, the sounds echoing in the moonlit night. After the show, he knew he had achieved his dream.

From then on, the anteater continued to perform, and he was always sure to never forget his hat.",anteater,0.004980428,"anteater, tuba, performing, hatless, moonlit",musician,musician,boy
201,45,"Once upon a time, there was an anteater with a big dream. He wanted to be a star! He practiced day and night, playing his tuba under the bright moonlit sky.

One day, he got his big chance. He was asked to perform at the biggest stage in town. He was so excited that he left his house hatless.

The anteater was a hit! Everyone cheered and clapped as he played his tuba, the sounds echoing in the moonlit night. After the show, he knew he had achieved his dream.

From then on, the anteater continued to perform, and he was always sure to never forget his hat.",hatless,0.019542183,"anteater, tuba, performing, hatless, moonlit",unlocking,early,singing
202,45,"Once upon a time, there was an anteater with a big dream. He wanted to be a star! He practiced day and night, playing his tuba under the bright moonlit sky.

One day, he got his big chance. He was asked to perform at the biggest stage in town. He was so excited that he left his house hatless.

The anteater was a hit! Everyone cheered and clapped as he played his tuba, the sounds echoing in the moonlit night. After the show, he knew he had achieved his dream.

From then on, the anteater continued to perform, and he was always sure to never forget his hat.",moonlit,0.443116419,"anteater, tuba, performing, hatless, moonlit",starry,starry,clear
